Version,Act,Motif,StartSec,EndSec
P-Fu,D-1,Nibelungenhass,4593.725,4595.983
P-Fu,D-1,Nibelungenhass,4596.083,4599.053
P-Fu,D-1,Nibelungenhass,4621.882,4625.919
P-Fu,D-1,Nibelungenhass,4633.591,4637.532
P-Fu,D-1,Ring,43.622,45.94668
P-Fu,D-1,Ring,308.01,312.9493
P-Fu,D-1,Ring,312.9514,315.5474
P-Fu,D-1,Ring,315.55,317.508
P-Fu,D-1,Ring,317.51,322.6874
P-Fu,D-1,Ring,732.99,735.1279
P-Fu,D-1,Ring,735.13,737.178
P-Fu,D-1,Ring,1130.455,1135.258
P-Fu,D-1,Ring,1848.66,1854.68
P-Fu,D-1,Ring,2266.419,2273.116
P-Fu,D-1,Ring,2277.642,2280.984
P-Fu,D-1,Ring,2295.43,2301.175
P-Fu,D-1,Ring,2305.152,2308.056
P-Fu,D-1,Ring,2478.24,2488.116
P-Fu,D-1,Ring,2495.24,2499.815
P-Fu,D-1,Ring,2506.34,2512.855
P-Fu,D-1,Ring,2513.72,2517.336
P-Fu,D-1,Ring,3505.747,3512.815
P-Fu,D-1,Ring,3512.815,3522.496
P-Fu,D-1,Ring,3713.88,3716.218
P-Fu,D-1,Ring,3737.267,3741.48
P-Fu,D-1,Ring,3771.72,3773.498
P-Fu,D-1,Ring,3773.5,3775.758
P-Fu,D-1,Ring,3800.72,3803.078
P-Fu,D-1,Ring,3803.08,3805.538
P-Fu,D-1,Ring,3805.54,3807.778
P-Fu,D-1,Ring,4427.1,4428.818
P-Fu,D-1,Ring,4430.62,4432.478
P-Fu,D-1,Ring,4457.34,4458.795
P-Fu,D-1,Ring,4461.089,4462.507
P-Fu,D-1,Ritt,868.0525,869.5375
P-Fu,D-1,Ritt,871.728,873.173
P-Fu,D-1,Ritt,901.8275,903.5025
P-Fu,D-1,Ritt,922.24,923.74
P-Fu,D-1,Ritt,2578.563,2579.417
P-Fu,D-1,Ritt,2580.832,2581.538
P-Fu,D-1,Ritt,2597.945,2599.306
P-Fu,D-1,Ritt,2605.473,2606.978
P-Fu,D-1,Ritt,2607.513,2608.578
P-Fu,D-1,Ritt,2625.58,2627.254
P-Fu,D-1,Ritt,2627.255,2628.978
P-Fu,D-1,Ritt,2628.98,2630.778
P-Fu,D-1,Ritt,2630.78,2632.558
P-Fu,D-1,Ritt,2632.56,2634.218
P-Fu,D-1,Ritt,2634.22,2635.978
P-Fu,D-1,Ritt,2657.772,2658.318
P-Fu,D-1,Ritt,2659.426,2659.978
P-Fu,D-1,Ritt,2661.112,2661.678
P-Fu,D-1,Ritt,2662.799,2663.358
P-Fu,D-1,Ritt,3592.86,3594.538
P-Fu,D-1,Ritt,3594.54,3596.518
P-Fu,D-1,Ritt,3596.52,3598.449
P-Fu,D-1,Ritt,3598.45,3599.838
P-Fu,D-1,Schicksal,3270.62,3278.116
P-Fu,D-1,Schicksal,3281.165,3288.506
P-Fu,D-1,Schwert,236.106,238.045
P-Fu,D-1,Schwert,238.87,240.3885
P-Fu,D-1,Schwert,298.084,299.6137
P-Fu,D-1,Schwert,344.54,346.6279
P-Fu,D-1,Schwert,490.7475,494.9975
P-Fu,D-1,Schwert,724.1593,726.508
P-Fu,D-1,Schwert,1033.83,1038.845
P-Fu,D-1,Schwert,1650.155,1652.355
P-Fu,D-1,Schwert,4655.233,4659.678
P-Fu,D-1,Schwert,4694.517,4698.525
P-Fu,D-1,Siegfried,814.835,828.1641
P-Fu,D-1,Siegfried,839.015,849.0062
P-Fu,D-1,Siegfried,891.69,903.5025
P-Fu,D-1,Siegfried,2097.25,2114.058
P-Fu,D-1,Siegfried,2282.693,2290.316
P-Fu,D-1,Siegfried,2309.646,2316.857
P-Fu,D-1,Siegfried,2853.874,2864.791
P-Fu,D-1,Siegfried,4120.245,4124.498
P-Fu,D-1,Siegfried,4148.235,4154.429
P-Fu,D-1,Unmuth,2986.58,2994.495
P-Fu,D-1,Unmuth,3001.585,3009.665
P-Fu,D-1,Unmuth,3047.75,3052.16
P-Fu,D-1,Unmuth,3062.016,3066.34
P-Fu,D-1,Unmuth,3076.467,3079.862
P-Fu,D-1,Unmuth,3080.86,3083.08
P-Fu,D-1,Unmuth,3425.371,3431.65
P-Fu,D-1,Unmuth,3445.94,3449.233
P-Fu,D-1,Unmuth,3450.25,3453.77
P-Fu,D-1,Unmuth,3574.784,3579.861
P-Fu,D-1,Unmuth,3584.057,3589.09
P-Fu,D-1,Unmuth,3621.847,3629.08
P-Fu,D-1,Unmuth,3629.41,3635.057
P-Fu,D-1,Unmuth,3635.057,3639.438
P-Fu,D-1,Vertrag,1632.18,1635.638
P-Fu,D-1,Vertrag,1660.6,1665.447
P-Fu,D-1,Vertrag,1690.412,1695.278
P-Fu,D-1,Vertrag,1713.78,1721.382
P-Fu,D-1,Vertrag,1765.017,1772.398
P-Fu,D-1,Vertrag,1792.248,1797.838
P-Fu,D-1,Vertrag,2287.545,2293.537
P-Fu,D-1,Vertrag,2314.28,2321.506
P-Fu,D-1,Vertrag,3110.212,3117.416
P-Fu,D-1,Vertrag,4655.489,4659.678
P-Fu,D-1,Walhall-b,2208.327,2217.808
P-Fu,D-1,Walhall-b,3098.605,3100.533
P-Fu,D-1,Walhall-b,3106.12,3113.369
P-Fu,D-1,Walhall-b,3117.42,3119.35
P-Fu,D-1,Walhall-b,3125.5,3133.218
P-Fu,D-1,Walhall-b,3158.08,3160.252
P-Fu,D-1,Walhall-b,3167.3,3176.256
P-Fu,D-2,Horn,437.57,440.1075
P-Fu,D-2,Horn,440.11,445.2175
P-Fu,D-2,Horn,805.18,808.615
P-Fu,D-2,Horn,832.43,834.2781
P-Fu,D-2,Horn,834.28,836.4079
P-Fu,D-2,Horn,836.41,838.418
P-Fu,D-2,Horn,838.42,840.408
P-Fu,D-2,Horn,1027.759,1031.058
P-Fu,D-2,Horn,1031.673,1034.922
P-Fu,D-2,Horn,1035.562,1038.718
P-Fu,D-2,Horn,1038.72,1042.418
P-Fu,D-2,Horn,1349.9,1353.238
P-Fu,D-2,Horn,1356.9,1360.218
P-Fu,D-2,Horn,1360.22,1367.838
P-Fu,D-2,Horn,3389.16,3390.74
P-Fu,D-2,Horn,3934.54,3937.778
P-Fu,D-2,Liebe,2894.41,2899.315
P-Fu,D-2,Mannen,1212.64,1214.919
P-Fu,D-2,Mannen,1214.92,1215.949
P-Fu,D-2,Mannen,1215.95,1216.959
P-Fu,D-2,Mannen,1216.96,1219.079
P-Fu,D-2,Mannen,1219.08,1220.019
P-Fu,D-2,Mannen,1220.02,1221.219
P-Fu,D-2,Mannen,1221.22,1222.199
P-Fu,D-2,Mannen,1222.2,1223.199
P-Fu,D-2,Mannen,1223.2,1224.379
P-Fu,D-2,Mannen,1224.38,1225.379
P-Fu,D-2,Mannen,1225.38,1226.499
P-Fu,D-2,Mannen,1226.5,1227.479
P-Fu,D-2,Mannen,1227.48,1228.639
P-Fu,D-2,Mannen,1228.64,1229.659
P-Fu,D-2,Mannen,1229.66,1230.719
P-Fu,D-2,Mannen,1230.72,1231.659
P-Fu,D-2,Mannen,1231.66,1232.699
P-Fu,D-2,Mannen,1232.7,1234.838
P-Fu,D-2,Mannen,1234.839,1237.239
P-Fu,D-2,Mannen,1237.24,1238.259
P-Fu,D-2,Mannen,1238.26,1239.279
P-Fu,D-2,Mannen,1239.28,1240.339
P-Fu,D-2,Mannen,1240.34,1241.339
P-Fu,D-2,Mannen,1242.42,1243.539
P-Fu,D-2,Mannen,1244.621,1245.739
P-Fu,D-2,Mannen,1245.74,1246.899
P-Fu,D-2,Mannen,1246.9,1247.859
P-Fu,D-2,Mannen,1306.72,1309.079
P-Fu,D-2,Mannen,1309.08,1310.151
P-Fu,D-2,Mannen,1310.152,1311.359
P-Fu,D-2,Mannen,1311.36,1312.45
P-Fu,D-2,Mannen,1312.451,1313.519
P-Fu,D-2,Mannen,1313.52,1315.799
P-Fu,D-2,Mannen,1321.83,1324.239
P-Fu,D-2,Mannen,1324.24,1326.419
P-Fu,D-2,Mannen,1326.42,1327.599
P-Fu,D-2,Mannen,1327.6,1328.559
P-Fu,D-2,Mannen,1328.56,1329.639
P-Fu,D-2,Mannen,1329.64,1330.719
P-Fu,D-2,Mannen,1330.72,1331.719
P-Fu,D-2,Mannen,1331.72,1332.899
P-Fu,D-2,Mannen,1369.486,1370.879
P-Fu,D-2,Mannen,1370.88,1371.959
P-Fu,D-2,Mannen,1371.96,1373.139
P-Fu,D-2,Mannen,1373.14,1374.139
P-Fu,D-2,Mannen,1374.14,1376.299
P-Fu,D-2,Mannen,1376.3,1377.329
P-Fu,D-2,Mannen,1377.33,1378.319
P-Fu,D-2,Mannen,1396.0,1399.198
P-Fu,D-2,Mannen,1399.2,1402.478
P-Fu,D-2,Mannen,1416.82,1418.565
P-Fu,D-2,Mannen,1420.52,1422.138
P-Fu,D-2,Mannen,1442.5,1445.658
P-Fu,D-2,Mannen,1445.66,1448.918
P-Fu,D-2,Mannen,1449.513,1451.719
P-Fu,D-2,Mannen,1468.32,1471.738
P-Fu,D-2,Mannen,1576.36,1579.578
P-Fu,D-2,Mannen,1579.58,1582.788
P-Fu,D-2,Mannen,1587.64,1590.888
P-Fu,D-2,Mannen,1590.89,1593.759
P-Fu,D-2,Mannen,1593.76,1594.879
P-Fu,D-2,Mannen,1594.88,1595.879
P-Fu,D-2,Mannen,1595.88,1596.919
P-Fu,D-2,Mannen,1596.92,1598.039
P-Fu,D-2,Mannen,1598.04,1599.079
P-Fu,D-2,Mannen,1599.08,1601.978
P-Fu,D-2,Mannen,1602.92,1605.319
P-Fu,D-2,Mannen,2456.96,2458.518
P-Fu,D-2,Mannen,2458.52,2460.598
P-Fu,D-2,Mannen,2460.6,2461.567
P-Fu,D-2,Mannen,2461.567,2462.531
P-Fu,D-2,Mannen,2462.533,2463.397
P-Fu,D-2,Mannen,2463.397,2464.258
P-Fu,D-2,Mannen,2464.26,2465.26
P-Fu,D-2,Mannen,2466.26,2467.13
P-Fu,D-2,Mannen,2468.0,2468.9
P-Fu,D-2,Mannen,2469.8,2470.72
P-Fu,D-2,Mannen,2495.3,2496.35
P-Fu,D-2,Mannen,2497.4,2498.4
P-Fu,D-2,Mannen,2630.56,2631.77
P-Fu,D-2,Mannen,2631.77,2632.978
P-Fu,D-2,Mannen,2632.98,2633.986
P-Fu,D-2,Mannen,2633.99,2634.994
P-Fu,D-2,Nibelungenhass,0.7015,5.476103
P-Fu,D-2,Nibelungenhass,4.927942,9.712305
P-Fu,D-2,Nibelungenhass,20.74367,25.16881
P-Fu,D-2,Nibelungenhass,50.82537,55.47733
P-Fu,D-2,Nibelungenhass,54.98337,59.60589
P-Fu,D-2,Nibelungenhass,59.05826,64.23152
P-Fu,D-2,Nibelungenhass,63.68777,68.29175
P-Fu,D-2,Nibelungenhass,67.76653,72.64046
P-Fu,D-2,Nibelungenhass,72.10762,76.81086
P-Fu,D-2,Nibelungenhass,76.2857,81.03036
P-Fu,D-2,Nibelungenhass,80.51737,85.01204
P-Fu,D-2,Nibelungenhass,84.5076,89.08624
P-Fu,D-2,Nibelungenhass,88.59605,92.85507
P-Fu,D-2,Nibelungenhass,92.36742,96.89696
P-Fu,D-2,Nibelungenhass,96.39889,100.8292
P-Fu,D-2,Nibelungenhass,100.327,104.9384
P-Fu,D-2,Nibelungenhass,104.4299,108.9931
P-Fu,D-2,Nibelungenhass,108.4573,113.2488
P-Fu,D-2,Nibelungenhass,169.9283,172.1191
P-Fu,D-2,Nibelungenhass,172.5591,174.7582
P-Fu,D-2,Nibelungenhass,175.1966,177.3708
P-Fu,D-2,Nibelungenhass,177.8432,180.6369
P-Fu,D-2,Nibelungenhass,184.62,189.2078
P-Fu,D-2,Nibelungenhass,188.7097,192.5925
P-Fu,D-2,Nibelungenhass,226.94,231.5354
P-Fu,D-2,Nibelungenhass,236.2095,240.3601
P-Fu,D-2,Nibelungenhass,239.8682,244.3364
P-Fu,D-2,Nibelungenhass,243.8339,246.115
P-Fu,D-2,Nibelungenhass,251.9708,255.9534
P-Fu,D-2,Nibelungenhass,255.9534,260.0157
P-Fu,D-2,Nibelungenhass,289.8058,292.2973
P-Fu,D-2,Nibelungenhass,292.5249,295.0073
P-Fu,D-2,Nibelungenhass,300.9817,303.3175
P-Fu,D-2,Nibelungenhass,303.5557,306.3389
P-Fu,D-2,Nibelungenhass,304.74,308.9972
P-Fu,D-2,Nibelungenhass,309.0,311.9863
P-Fu,D-2,Nibelungenhass,311.6452,314.6503
P-Fu,D-2,Nibelungenhass,314.2963,317.6684
P-Fu,D-2,Nibelungenhass,317.2928,320.6514
P-Fu,D-2,Nibelungenhass,320.2846,323.5232
P-Fu,D-2,Nibelungenhass,323.1714,326.294
P-Fu,D-2,Nibelungenhass,325.9295,329.1769
P-Fu,D-2,Nibelungenhass,347.7354,350.0522
P-Fu,D-2,Nibelungenhass,354.215,357.6136
P-Fu,D-2,Nibelungenhass,367.0081,371.7349
P-Fu,D-2,Nibelungenhass,380.2462,384.7951
P-Fu,D-2,Nibelungenhass,457.6121,461.3418
P-Fu,D-2,Nibelungenhass,460.6442,466.0648
P-Fu,D-2,Nibelungenhass,465.2735,471.2287
P-Fu,D-2,Nibelungenhass,494.32,497.6969
P-Fu,D-2,Nibelungenhass,515.4859,517.5625
P-Fu,D-2,Nibelungenhass,520.9,524.3546
P-Fu,D-2,Nibelungenhass,523.6022,527.1116
P-Fu,D-2,Nibelungenhass,526.51,529.7725
P-Fu,D-2,Nibelungenhass,529.3357,532.3889
P-Fu,D-2,Nibelungenhass,531.905,535.5887
P-Fu,D-2,Nibelungenhass,535.0878,538.3538
P-Fu,D-2,Nibelungenhass,566.9447,571.3131
P-Fu,D-2,Nibelungenhass,570.8425,575.7861
P-Fu,D-2,Nibelungenhass,575.2444,580.0594
P-Fu,D-2,Nibelungenhass,579.3491,584.2879
P-Fu,D-2,Nibelungenhass,583.6663,588.5075
P-Fu,D-2,Nibelungenhass,587.8705,593.0214
P-Fu,D-2,Nibelungenhass,592.3523,596.5002
P-Fu,D-2,Nibelungenhass,595.8452,600.5855
P-Fu,D-2,Nibelungenhass,632.2277,635.1025
P-Fu,D-2,Nibelungenhass,636.5261,639.3075
P-Fu,D-2,Nibelungenhass,2137.061,2140.21
P-Fu,D-2,Nibelungenhass,2143.02,2145.842
P-Fu,D-2,Nibelungenhass,2145.968,2148.406
P-Fu,D-2,Nibelungenhass,2148.51,2151.019
P-Fu,D-2,Nibelungenhass,2151.13,2153.609
P-Fu,D-2,Nibelungenhass,2156.367,2158.799
P-Fu,D-2,Nibelungenhass,2158.905,2161.602
P-Fu,D-2,Nibelungenhass,2161.722,2164.096
P-Fu,D-2,Nibelungenhass,2164.198,2166.483
P-Fu,D-2,Nibelungenhass,2166.582,2169.346
P-Fu,D-2,Nibelungenhass,2169.47,2172.222
P-Fu,D-2,Nibelungenhass,2172.342,2175.082
P-Fu,D-2,Nibelungenhass,2175.202,2178.106
P-Fu,D-2,Nibelungenhass,2178.234,2180.97
P-Fu,D-2,Nibelungenhass,2180.736,2183.606
P-Fu,D-2,Nibelungenhass,2183.391,2186.085
P-Fu,D-2,Nibelungenhass,2185.881,2188.907
P-Fu,D-2,Nibelungenhass,2191.88,2194.429
P-Fu,D-2,Nibelungenhass,2194.175,2197.222
P-Fu,D-2,Nibelungenhass,2196.995,2200.079
P-Fu,D-2,Nibelungenhass,2199.84,2202.659
P-Fu,D-2,Nibelungenhass,2202.45,2205.725
P-Fu,D-2,Nibelungenhass,2205.461,2208.425
P-Fu,D-2,Nibelungenhass,2208.209,2211.559
P-Fu,D-2,Nibelungenhass,2281.022,2282.994
P-Fu,D-2,Nibelungenhass,2282.532,2283.918
P-Fu,D-2,Nibelungenhass,2284.843,2286.378
P-Fu,D-2,Nibelungenhass,2292.342,2293.678
P-Fu,D-2,Nibelungenhass,2384.52,2386.919
P-Fu,D-2,Nibelungenhass,2386.32,2389.77
P-Fu,D-2,Nibelungenhass,2398.42,2400.613
P-Fu,D-2,Nibelungenhass,2400.1,2405.788
P-Fu,D-2,Nibelungenhass,2649.16,2651.318
P-Fu,D-2,Nibelungenhass,2651.32,2653.298
P-Fu,D-2,Nibelungenhass,2653.3,2655.238
P-Fu,D-2,Nibelungenhass,2657.171,2659.338
P-Fu,D-2,Nibelungenhass,3125.995,3129.556
P-Fu,D-2,Nibelungenhass,3129.56,3132.837
P-Fu,D-2,Nibelungenhass,3139.1,3142.337
P-Fu,D-2,Nibelungenhass,3142.34,3145.357
P-Fu,D-2,Nibelungenhass,3151.812,3154.866
P-Fu,D-2,Nibelungenhass,3157.679,3162.573
P-Fu,D-2,Nibelungenhass,3164.162,3169.198
P-Fu,D-2,Nibelungenhass,3503.45,3506.229
P-Fu,D-2,Nibelungenhass,3506.342,3508.996
P-Fu,D-2,Nibelungenhass,3509.113,3512.059
P-Fu,D-2,Nibelungenhass,3512.19,3515.229
P-Fu,D-2,Nibelungenhass,3515.363,3518.072
P-Fu,D-2,Nibelungenhass,3518.188,3521.288
P-Fu,D-2,Nibelungenhass,3951.14,3953.041
P-Fu,D-2,Nibelungenhass,3953.043,3955.145
P-Fu,D-2,Nibelungenhass,3955.147,3957.018
P-Fu,D-2,Ring,139.68,144.3254
P-Fu,D-2,Ring,148.2531,152.7355
P-Fu,D-2,Ring,156.32,161.1851
P-Fu,D-2,Ring,165.47,167.8187
P-Fu,D-2,Ring,167.6475,169.9283
P-Fu,D-2,Ring,221.17,223.6475
P-Fu,D-2,Ring,315.97,317.6684
P-Fu,D-2,Ring,318.975,320.6514
P-Fu,D-2,Ring,413.905,415.5788
P-Fu,D-2,Ring,417.95,419.29
P-Fu,D-2,Ring,419.29,420.6273
P-Fu,D-2,Ring,420.63,423.104
P-Fu,D-2,Ring,423.6,425.945
P-Fu,D-2,Ring,426.28,429.01
P-Fu,D-2,Ring,503.63,506.2773
P-Fu,D-2,Ring,506.28,508.8373
P-Fu,D-2,Ring,2091.42,2092.995
P-Fu,D-2,Ring,2234.72,2236.17
P-Fu,D-2,Ring,2237.04,2238.39
P-Fu,D-2,Ring,2239.2,2240.3
P-Fu,D-2,Ring,2242.534,2243.665
P-Fu,D-2,Ring,2245.95,2247.294
P-Fu,D-2,Ring,2248.1,2249.518
P-Fu,D-2,Ring,2250.369,2252.409
P-Fu,D-2,Ring,2254.91,2258.907
P-Fu,D-2,Ring,2259.787,2263.888
P-Fu,D-2,Ring,2321.3,2322.36
P-Fu,D-2,Ring,2323.42,2324.57
P-Fu,D-2,Ring,2325.72,2326.73
P-Fu,D-2,Ring,2326.73,2327.738
P-Fu,D-2,Ring,2336.34,2337.37
P-Fu,D-2,Ring,2338.4,2339.42
P-Fu,D-2,Ring,3811.132,3816.018
P-Fu,D-2,Ring,3816.02,3820.857
P-Fu,D-2,Schicksal,1978.72,1985.797
P-Fu,D-2,Schicksal,2045.168,2054.83
P-Fu,D-2,Schicksal,3211.86,3221.436
P-Fu,D-2,Schicksal,3221.86,3228.277
P-Fu,D-2,Schicksal,3231.706,3238.097
P-Fu,D-2,Schicksal,3241.938,3248.697
P-Fu,D-2,Schwert,331.855,335.7375
P-Fu,D-2,Schwert,404.01,407.585
P-Fu,D-2,Schwert,534.955,539.1932
P-Fu,D-2,Schwert,988.6225,992.6716
P-Fu,D-2,Schwert,1943.28,1946.664
P-Fu,D-2,Schwert,2555.753,2562.638
P-Fu,D-2,Schwert,2569.234,2576.35
P-Fu,D-2,Schwert,2578.083,2582.48
P-Fu,D-2,Schwert,2600.105,2603.265
P-Fu,D-2,Schwert,2612.707,2618.257
P-Fu,D-2,Schwert,3541.891,3545.71
P-Fu,D-2,Siegfried,2296.94,2304.365
P-Fu,D-2,Siegfried,3406.215,3412.437
P-Fu,D-2,Siegfried,3459.108,3466.707
P-Fu,D-2,Siegfried,3473.376,3480.365
P-Fu,D-2,Siegfried,3536.047,3540.806
P-Fu,D-2,Vertrag,407.585,413.2375
P-Fu,D-2,Vertrag,2556.31,2560.398
P-Fu,D-3,Feuerzauber,2166.08,2168.979
P-Fu,D-3,Feuerzauber,2170.46,2172.926
P-Fu,D-3,Feuerzauber,2174.3,2176.946
P-Fu,D-3,Feuerzauber,2178.24,2180.886
P-Fu,D-3,Feuerzauber,3801.74,3807.63
P-Fu,D-3,Feuerzauber,3809.66,3815.577
P-Fu,D-3,Feuerzauber,3834.38,3841.816
P-Fu,D-3,Feuerzauber,3841.82,3848.295
P-Fu,D-3,Feuerzauber,4584.04,4588.14
P-Fu,D-3,Feuerzauber,4657.355,4660.67
P-Fu,D-3,Feuerzauber,4670.6,4673.343
P-Fu,D-3,Feuerzauber,4709.84,4714.115
P-Fu,D-3,Horn,2.965601,8.256159
P-Fu,D-3,Horn,8.259625,12.67526
P-Fu,D-3,Horn,29.591,36.47783
P-Fu,D-3,Horn,98.16701,102.4141
P-Fu,D-3,Horn,415.22,419.308
P-Fu,D-3,Horn,1368.32,1371.856
P-Fu,D-3,Horn,1375.14,1380.519
P-Fu,D-3,Horn,1418.86,1424.267
P-Fu,D-3,Horn,1424.27,1429.278
P-Fu,D-3,Horn,1429.28,1431.758
P-Fu,D-3,Horn,1431.76,1434.098
P-Fu,D-3,Horn,1434.1,1436.677
P-Fu,D-3,Horn,1436.68,1441.518
P-Fu,D-3,Horn,1441.52,1443.858
P-Fu,D-3,Horn,1443.86,1445.978
P-Fu,D-3,Horn,1445.98,1450.878
P-Fu,D-3,Horn,1460.5,1466.24
P-Fu,D-3,Horn,1473.24,1476.047
P-Fu,D-3,Horn,1522.9,1524.817
P-Fu,D-3,Horn,1524.82,1526.935
P-Fu,D-3,Horn,1533.08,1535.907
P-Fu,D-3,Horn,1535.91,1538.677
P-Fu,D-3,Horn,1538.68,1541.417
P-Fu,D-3,Horn,3039.12,3040.802
P-Fu,D-3,Horn,3042.485,3044.302
P-Fu,D-3,Horn,3062.947,3064.546
P-Fu,D-3,Horn,3070.08,3071.465
P-Fu,D-3,Horn,3072.85,3074.125
P-Fu,D-3,Horn,3250.86,3252.11
P-Fu,D-3,Horn,3253.36,3254.52
P-Fu,D-3,Horn,3374.66,3376.0
P-Fu,D-3,Liebe,2790.76,2799.57
P-Fu,D-3,Liebe,2796.925,2809.237
P-Fu,D-3,Nibelungen,884.45,886.9175
P-Fu,D-3,Nibelungen,886.92,889.2776
P-Fu,D-3,Nibelungen,1746.854,1749.758
P-Fu,D-3,Nibelungen,1753.4,1755.478
P-Fu,D-3,Nibelungen,1755.48,1757.273
P-Fu,D-3,Nibelungen,1757.275,1759.245
P-Fu,D-3,Nibelungen,1759.247,1760.719
P-Fu,D-3,Nibelungen,1777.58,1779.318
P-Fu,D-3,Nibelungen,1779.32,1781.298
P-Fu,D-3,Nibelungen,1786.44,1788.208
P-Fu,D-3,Nibelungen,1788.21,1789.981
P-Fu,D-3,Nibelungen,1801.241,1802.918
P-Fu,D-3,Nibelungen,1802.92,1804.738
P-Fu,D-3,Nibelungen,1804.74,1806.318
P-Fu,D-3,Nibelungen,1806.32,1808.118
P-Fu,D-3,Nibelungen,1808.12,1809.758
P-Fu,D-3,Nibelungen,1809.76,1810.59
P-Fu,D-3,Nibelungen,2016.24,2018.158
P-Fu,D-3,Nibelungen,2018.16,2019.958
P-Fu,D-3,Nibelungen,2019.96,2023.486
P-Fu,D-3,Nibelungen,2023.49,2026.937
P-Fu,D-3,Ring,563.83,568.6376
P-Fu,D-3,Ring,568.64,571.2274
P-Fu,D-3,Ring,571.23,573.9373
P-Fu,D-3,Ring,757.82,763.4271
P-Fu,D-3,Ring,763.43,768.7872
P-Fu,D-3,Ring,783.35,788.8275
P-Fu,D-3,Ring,791.58,796.9273
P-Fu,D-3,Ring,822.52,825.6813
P-Fu,D-3,Ring,826.08,828.8239
P-Fu,D-3,Ring,829.17,832.2247
P-Fu,D-3,Ring,832.61,836.2464
P-Fu,D-3,Ring,838.115,843.1868
P-Fu,D-3,Ring,843.19,846.9862
P-Fu,D-3,Ring,861.14,864.4767
P-Fu,D-3,Ring,864.48,867.9166
P-Fu,D-3,Ring,962.91,967.6473
P-Fu,D-3,Ring,967.65,972.5476
P-Fu,D-3,Ring,984.32,987.98
P-Fu,D-3,Ring,993.14,996.885
P-Fu,D-3,Ring,997.77,1003.989
P-Fu,D-3,Ring,1078.04,1080.507
P-Fu,D-3,Ring,1080.507,1083.333
P-Fu,D-3,Ring,1175.86,1178.677
P-Fu,D-3,Ring,1178.68,1181.194
P-Fu,D-3,Ring,1181.197,1183.621
P-Fu,D-3,Ring,1183.623,1186.337
P-Fu,D-3,Ring,1186.34,1188.917
P-Fu,D-3,Ring,1188.92,1191.328
P-Fu,D-3,Ring,1191.33,1193.977
P-Fu,D-3,Ring,1193.98,1196.348
P-Fu,D-3,Ring,1196.35,1198.997
P-Fu,D-3,Ring,1199.0,1201.098
P-Fu,D-3,Ring,3456.34,3459.642
P-Fu,D-3,Ring,3465.34,3468.02
P-Fu,D-3,Ring,3469.354,3471.438
P-Fu,D-3,Ring,3471.44,3473.458
P-Fu,D-3,Ring,3486.64,3488.74
P-Fu,D-3,Ring,3489.04,3490.702
P-Fu,D-3,Ring,3490.94,3492.02
P-Fu,D-3,Ring,3492.02,3493.078
P-Fu,D-3,Ring,4305.4,4308.307
P-Fu,D-3,Ring,4310.74,4316.52
P-Fu,D-3,Ring,4414.1,4419.756
P-Fu,D-3,Schicksal,920.65,928.585
P-Fu,D-3,Schicksal,2327.36,2335.528
P-Fu,D-3,Schicksal,2372.16,2383.394
P-Fu,D-3,Schicksal,2387.441,2399.493
P-Fu,D-3,Schicksal,2507.98,2514.977
P-Fu,D-3,Schicksal,2609.36,2620.475
P-Fu,D-3,Schicksal,3116.535,3125.316
P-Fu,D-3,Schicksal,3555.608,3564.336
P-Fu,D-3,Schicksal,3572.14,3580.276
P-Fu,D-3,Schicksal,3711.68,3722.449
P-Fu,D-3,Schicksal,3726.759,3735.156
P-Fu,D-3,Schicksal,3739.06,3747.256
P-Fu,D-3,Schicksal,4077.14,4085.117
P-Fu,D-3,Schicksal,4091.12,4094.798
P-Fu,D-3,Schicksal,4099.06,4105.467
P-Fu,D-3,Schicksal,4107.18,4110.543
P-Fu,D-3,Schicksal,4113.4,4117.0
P-Fu,D-3,Schicksal,4115.98,4119.977
P-Fu,D-3,Schicksal,4128.891,4140.277
P-Fu,D-3,Schicksal,4144.28,4152.252
P-Fu,D-3,Schicksal,4155.28,4164.036
P-Fu,D-3,Schwert,1007.269,1010.317
P-Fu,D-3,Schwert,1822.373,1824.368
P-Fu,D-3,Schwert,2830.29,2839.3
P-Fu,D-3,Schwert,3502.355,3509.937
P-Fu,D-3,Schwert,3957.687,3963.583
P-Fu,D-3,Siegfried,999.8,1003.989
P-Fu,D-3,Siegfried,2294.969,2301.537
P-Fu,D-3,Siegfried,2537.066,2540.639
P-Fu,D-3,Siegfried,2544.244,2547.369
P-Fu,D-3,Siegfried,2551.164,2556.846
P-Fu,D-3,Siegfried,2558.449,2562.776
P-Fu,D-3,Siegfried,2860.64,2882.315
P-Fu,D-3,Siegfried,2892.492,2909.392
P-Fu,D-3,Siegfried,3255.39,3260.605
P-Fu,D-3,Siegfried,3805.6,3825.038
P-Fu,D-3,Siegfried,3841.348,3857.295
P-Fu,D-3,Siegfried,4556.265,4560.612
P-Fu,D-3,Siegfried,4562.04,4572.275
P-Fu,D-3,Siegfried,4634.24,4651.73
P-Fu,D-3,Siegfried,4841.785,4846.178
P-Fu,D-3,Vertrag,977.7725,980.915
P-Fu,D-3,Vertrag,4437.68,4444.802
P-Fu,D-3,Waberlohe,2213.444,2218.28
P-Fu,D-3,Waberlohe,2217.144,2222.812
P-Fu,D-3,Waberlohe,2220.544,2226.112
P-Fu,D-3,Waberlohe,2223.924,2229.259
